app_key,store,id,app_id,title,developer,category,installs_or_users,rating_avg,rating_count,iap_min,iap_max,pricing_raw,description,website_url,store_url,icon_url,version,release_date,last_update,relevance_score,scraped_at,drop_reason
play:com.findclic.executivetransfers,PlayStore,com.findclic.executivetransfers,executive-transfers_playstore,Executive Transfers,Findclic Cia. Ltda.,Kids,50.0,,,,,,"Executive Transfers is your private and executive transportation solution in Ecuador, designed for clients seeking comfort, safety, and punctuality on every trip.With a fleet of modern vehicles and professional drivers, we offer a first-class travel experience tailored to your needs, whether for corporate transfers, business events, or private trips.Key Features:🚘 Luxury fleet: modern vehicles with the latest technology.👨‍✈️ Professional drivers: trained and with extensive route knowledge.⏱ Guaranteed punctuality: we arrive on time for every appointment.🌙 24/7 service: full availability for your comfort.More than just transportation, we offer personalized attention, discretion, and a focus on total customer satisfaction. With Executive Transfers, every trip is a unique experience.",https://executivetransfers.ec,https://play.google.com/store/apps/details?id=com.findclic.executivetransfers&hl=en&gl=US,https://play-lh.googleusercontent.com/9XvsfeAArliWJ52GJJP3MRLBdxT5y20ZXalrmCvSMJ150IZsk6g7KV2dUdb6plhfQXy_=w240-h480-rw,1.0.10,2025-09-12,2025-11-27,0.229,2026-06-01,below_popularity_thresholds
play:com.habitracker.app,PlayStore,com.habitracker.app,habitforge-habit-tracker_playstore,HabitForge - Habit Tracker,KrishnaNag,Kids,500.0,,,,,,"Transform your life, one habit at a time.HabitForge is a powerful yet simple habit tracking app designed to help you build lasting positive habits and break negative ones. Whether you want to exercise daily, read more books, meditate, or achieve any personal goal, HabitForge provides the tools and motivation you need to succeed.HabitForge - Main FeaturesSmart Habit Tracking - Track daily and weekly habits with flexible scheduling optionsReal-time Dashboard - Monitor your progress with 7-day, 30-day, and momentum metricsProgress & Completion Tracking - Support for both yes/no habits and progress-based goals (pages read, miles run, etc.)Visual Progress Calendar - Interactive calendar view to log and visualize your habit streaksMilestone Celebrations - Unlock achievements and celebrate your progress milestonesFeeling Tracker - Log your mood and feelings for each habit sessionSmart Reminders - Set custom notifications to never miss your scheduled habitsMobile-First Design - Optimized for phones and tablets with responsive interfaceDark Mode - Easy on the eyes with beautiful dark themeDetailed Analytics - Track streaks, gaps, and overall consistency patternsQuick Logging - Fast and intuitive habit logging with one-tap completionOffline Support - Works without internet connection, syncs when online",,https://play.google.com/store/apps/details?id=com.habitracker.app&hl=en&gl=US,https://play-lh.googleusercontent.com/w9K5NCYAKumcVHGSp7rhiJGm-JdZMTCt0rmZqXZl8iqXdzlLGPTZ6NeO2YRekrrm5uVucCiavj2qzVAFSWg9N7k=w240-h480-rw,1.26.0,2025-07-30,2025-08-02,1.0,2026-06-01,"below_popularity_thresholds,weak_scope_without_required_strong_signal"
play:com.lancerdog.habitomo,PlayStore,com.lancerdog.habitomo,shared-habit-tracker-habitomo_playstore,Shared Habit Tracker: Habitomo,Shibapp LLC,Kids,500.0,4.5,,3.99,29.99,$3.99 - $29.99 per item,"A shared habit tracker that helps you build daily routines.Track habits together with family, friends, or your partner.With stamps, reminders, and reports, staying consistent feels easy and natural.Habitomo is a habit-tracking app designed to make habits gentle, social, and sustainable.You don’t have to be perfect — just keep going, together.【Features】Easy habit tracking with stampsJust tap a stamp to log your habit for the day.Choose how you feel — Done, A little, or Rest day — and keep going without pressure.Notes & photos for deeper reflectionAdd a short note to capture your mood or thoughts.Attach photos to make your records more memorable and notice changes over time.Gentle reminders that fit your dayGet soft notifications when it’s time for your habit.Even on busy days, a small nudge helps you take action.Share habits and stay motivatedShare habits with family, friends, or your partner.See each other’s progress and send reactions to encourage one another.Reports to see your progressCheck streaks, completion trends, and pacing in simple reports.Reflect on what’s working and set your next goals with confidence.No pressure. No perfection.Just a habit tracker made to enjoy the process — together.【How you can use Habitomo】For family habitsShare routines like early sleep, exercise, or study time.Support each other naturally with reactions and progress checks.For couplesTrack fitness, journaling, gratitude, or daily goals together.Stamps and short notes make it easy to stay connected.For friends with shared goalsBuild habits with friends who share the same goal.Daily reactions keep motivation going.For solo habit trackingLog routines and small goals quickly with stamps.Review your progress at your own pace with notes and photos.For reflection & improvementUse reports to spot patterns and challenges.Understand what helps you stay consistent.【Habit Examples】• Wake up early / better sleep routines• Exercise, workouts, stretching• Study, certifications, language learning• Journaling, mental wellness• Diet and health tracking■ About Premium Plan Purchase• The Premium Plan offers monthly and yearly options.• The yearly plan includes a 2-week free trial for first-time subscribers.• After the trial ends, the subscription will automatically renew as a paid plan.• The Premium Plan is an auto-renewing subscription.• Payment will be charged to your Google Play account at confirmation of purchase.• Unless you cancel at least 24 hours before the end of the current period, the subscription will automatically renew.• You can manage or cancel subscriptions in your Google Play account settings.■ Terms of Usehttps://lancerdog.com/moneyboard-terms-conditions/# LICENSEIcons by IconScout",https://lancerdog.com,https://play.google.com/store/apps/details?id=com.lancerdog.habitomo&hl=en&gl=US,https://play-lh.googleusercontent.com/a0gVzG50l5ogurted-YfsYweayO84MGNyvknWLkEpUK922BKj1ZGpd7AoDrOYb5z-lNV5fnVt1oMq36P4R16=w240-h480-rw,1.2.6,2025-12-28,2026-05-28,1.0,2026-06-01,"below_popularity_thresholds,weak_scope_without_required_strong_signal"
play:com.romiick.childcare_android,PlayStore,com.romiick.childcare_android,mirumiru-kids-visual-schedule_playstore,Mirumiru Kids Visual Schedule,Romiick LLC.,Kids,100.0,,,,,,"Mirumiru Picture Card Schedule is a visual schedule app created by an active childcare professional, based on real experiences from daily childcare settings, and designed to be easy to use at home.■ A visual option that’s easy to understandTurning things into something “visible” with illustrations can sometimes make them easier to understand than words alone.Simply knowing what will happen next and what to do can help children feel more at ease.This app is intended as one option — a way to support communication through pictures alongside words.■ For challenging moments — and everyday moments• When it’s hard to switch to the next activity  • When the same question about the schedule is asked repeatedly  • When words alone feel difficult to conveyIn these situations, it can be used to show what’s coming next in a clear, visible way.Even when there are no particular difficulties, it can encourage children to check and manage their own schedule.■ Understanding what time it is forBy looking at picture cards, children can see what they are doing now and what comes next.The layout is simple and easy to use in daily life.■ A small picture book grows with each successAs schedules are completed, children can collect picture book items one by one.Each “I did it” becomes something visible.Daily repetition turns into a small, tangible source of joy.■ Designed to fit your family’s styleIt can replace handmade picture cards or paper schedules, and can also be used when you are out.No special preparation is needed. Use only what you need, in a way that feels natural.■ For children and adultsEasy for children to check, and easy for adults to explain.Mirumiru is a picture card schedule app that gently supports everyday life.",,https://play.google.com/store/apps/details?id=com.romiick.childcare_android&hl=en&gl=US,https://play-lh.googleusercontent.com/fefM7dPWgrNJ5QKGy8OCipPXxjYVCAZBL6dXE2TFcNzeh8qvFIf23xuk2uCEsxdh162c-XlgbG84tXhaMtFmYRY=w240-h480-rw,1.0.2,2026-03-15,2026-04-12,0.666,2026-06-01,"below_popularity_thresholds,not_focus_adhd_productivity_competitor,weak_scope_without_required_strong_signal"
play:it.impararegiocando.robertodelorenzo.executivefunctions,PlayStore,it.impararegiocando.robertodelorenzo.executivefunctions,executive-functions-1-workin_playstore,EXECUTIVE FUNCTIONS 1 - Workin,Roberto De Lorenzo,Kids,100.0,,,,,,"Executive Functions are a set of cognitive processes that allows to manage complex or unusual situations successfully. They regulate analysis, planning, control and coordination of the cognitive system, and control the activation and use of knowledge processes.It is widely believed that Executive Functions play a fundamental role in 'smart' behavior and that they can be trained and improved through specific exercises. Main executive functions are the acquisition and updating of Working Memory, Cognitive Flexibility and Behavioral Inhibition.The ""Executive Functions"" series of apps is dedicated to the exercise and improvement of these skills. The first app, which is presented here, is dedicated to 'Working Memory', and proposes many exercises to verify, improve and use the ability to remember, recall and discriminate in the short term some elements that can be images, colors, words, voices or combinations thereof.Each exercise/level is divided into two stages: during the first, a set of stimuli is presented which must be memorized. Then, in the second stage it is required to use, list and/or discriminate between the elements presented.At the end of each exercise the app shows the result obtained and assigns scores and evaluations taking into account the relative difficulty, the number of elements proposed, the time taken and so on.""Executive Functions"" contains over 200 ""cards"" and their names, written and recorded with a female and male voice. The ‘cards’ represent animals, food, means of transport, numbers, etc. and are used to propose 349 exercises/levels generated and managed automatically for a very high number of possible combinations.",https://www.impararegiocando.it/funzioniesecutive_en.htm,https://play.google.com/store/apps/details?id=it.impararegiocando.robertodelorenzo.executivefunctions&hl=en&gl=US,https://play-lh.googleusercontent.com/_v3fKEo0jqmkyRuJ0Z2M6GE4E6i8IFgAIPUNtxHX8dbaNHHRjWCR-r_v4xp-xJ87_ss=w240-h480-rw,1.5,2019-10-21,2025-07-10,0.151,2026-06-01,"below_popularity_thresholds,not_focus_adhd_productivity_competitor"
play:afib.atrial.fibrillation.heart.rhythm.tracker,PlayStore,afib.atrial.fibrillation.heart.rhythm.tracker,afib-tracker_playstore,AFib Tracker,Tracker Diary App,Children,50.0,4.6,,1.99,119.99,$1.99 - $119.99 per item,"Take control of atrial fibrillation with AFib Tracker, the heart rhythm diary, episode log, and medication tracker for adults living with paroxysmal, persistent, or permanent AFib, recently diagnosed, on anticoagulants, or post cardioversion or ablation.Whether you feel a flutter at 3 a.m., a skipped beat in the parking lot, or an episode that shows up out of nowhere, this AFib app turns daily readings, episodes, and triggers into clear data you and your cardiologist can actually use.🎯 WHAT THIS AFIB TRACKER DOES🔥 Episode LoggingCapture an AFib episode the way it actually feels. Note start and end time, pulse, regularity, palpitations, dizziness, chest discomfort, shortness of breath, fatigue, and post episode recovery. Tag if you converted on your own or needed cardioversion.📈 Heart Rate and ECG TrackingLog manual pulse, smartwatch heart rate, and ECG strip notes from Apple Watch, Kardia, or Withings. Trend resting heart rate, peak rate during episodes, and rate control medication response.💊 Medication ManagementTrack the full AFib regimen: rate control (metoprolol, diltiazem, atenolol, digoxin), rhythm control (flecainide, propafenone, sotalol, amiodarone, dofetilide, dronedarone), anticoagulants (Eliquis, Xarelto, Pradaxa, Savaysa, warfarin), and pill in pocket strategies. Log dose, time, INR if on warfarin, and side effects.🌦️ Trigger and Lifestyle TrackingLog alcohol, caffeine, sleep, stress, dehydration, large meals, exercise, and atmospheric pressure to find what tips you into AFib and what keeps you in sinus rhythm. Spot triggers a paper diary would never reveal.⏰ Adherence and RemindersNever miss an Eliquis, Xarelto, or Pradaxa dose. Track scheduled doses, INR draws, refills, and side effects. Streaks reinforce stroke prevention adherence.📊 Doctor Ready ReportsGenerate clean PDF AFib reports of episode frequency, duration, heart rate trends, INR history, anticoagulant adherence, CHA2DS2-VASc and HAS-BLED inputs, and trigger correlations. Share with your cardiologist or electrophysiologist before every appointment or ablation discussion.💪 Health Connect and WearablesSync heart rate, sleep, steps, and ECG events automatically from Apple Watch, Kardia, Fitbit, or Wear OS. Pair vitals with your AFib log so the full picture lives in one place.✅ AFIB CONDITIONS THIS APP SUPPORTS- Paroxysmal AFib- Persistent AFib- Long standing persistent AFib- Permanent AFib- Post ablation monitoring- Post cardioversion follow up- AFib with rapid ventricular response- AFib with heart failure overlap- AFib with stroke prevention focus⭐ WHY PEOPLE USE THIS AFIB APP- Spot alcohol, sleep, and stress triggers paper diaries miss- Catch episode patterns weeks before your next visit- Show your cardiologist exactly when a rhythm med stopped working- Build the data needed for ablation insurance approval- Track INR, anticoagulant doses, and bleeding events in one place- 30 second logging during an active episode🔒 PRIVACY FIRSTYour health data belongs to you. We never sell or share personal information. Optional cloud backup uses end to end encryption. Local first storage keeps your AFib data on your device by default.AFib Tracker is the app built to manage episodes, anticoagulation, and rhythm control, and put you back in control.Disclaimer: AFib Tracker is for informational and personal tracking use only. It is not a medical device and does not diagnose, treat, cure, or prevent any medical condition. Always consult a qualified healthcare professional for medical concerns.",https://claritydtx.com/afib/,https://play.google.com/store/apps/details?id=afib.atrial.fibrillation.heart.rhythm.tracker&hl=en&gl=US,https://play-lh.googleusercontent.com/Bvb0LAy-j5jocEXJdfuMrdQM-C6pOJ--EloxO9F4LkCltb8DPzIwN_R3nop7cRnoGDU=w240-h480-rw,6.5,2026-03-23,2026-05-13,0.229,2026-06-01,below_popularity_thresholds
cws:adbjfonlakgdgleaabinmmojnnglfjlp,ChromeWS,adbjfonlakgdgleaabinmmojnnglfjlp,my-easy-planner_chromews,My Easy Planner,TraderThis developer has identified itself as a trader per the definition from the European Union and committed to only offer products or services that comply with EU laws.,Extension,,0.0,,,,Free,"OverviewLocal Minimalist Task Scheduler with Intermediate StatusesMy Easy Planner is a minimalistic task manager with built-in progress tracking. It works locally, without login or internet access, ensuring your privacy. Each task is not just a single line, but a sequence of statuses that lets you track real progress. 🚀 Features • Create and manage tasks • Add intermediate statuses • Mark tasks as completed • Fully local data storage 💡 Why it’s useful • No registration or accounts • No syncing or data sharing • Fast and distraction-free • Focus on task progress 🔐",,https://chromewebstore.google.com/detail/adbjfonlakgdgleaabinmmojnnglfjlp?hl=en,https://lh3.googleusercontent.com/TW3XW9zNSl0U6tkxreG2ZnnviBTB9mOv6M9Di2oI4fJrQgOC8UmFeesFb7yl4LB7CT9WZSda88dV-2dlyxRGlicgOQ=s128-rj-sc0x00ffffff,"UpdatedMarch 30, 2026",,,0.171,2026-06-01,below_popularity_thresholds
cws:fagbbnknmeojjbipphbenddhfohilfca,ChromeWS,fagbbnknmeojjbipphbenddhfohilfca,my-day-planner_chromews,My Day Planner,Non-traderThis developer has not identified itself as a trader. For consumers in the European Union,,,0.0,,,,Free,"OverviewMy Day PlannerMy Day Planner helps you organize your productivity with style! Transform your browsing experience with My Day Planner, the ultimate new tab extension designed to keep you organized and inspired. Featuring stunning live backgrounds that you can effortlessly switch between. Here are some of its Features: Customizable New Tab Experience- refresh your new tab with beautiful live backgrounds to boost your productivity and creativity. Bookmark Management- easily add and access your favorite bookmarks directly from the new tab, ensuring you never miss a key website. Quick Notes-write down important reminders or ideas instantly with the built-in note feature. Instant Access to AI Tools- with dedicated buttons, you can seamlessly switch to ChatGPT, Gemini, Copilot, and Grok, aiding your productivity right when you need it. Accessibility Shortcuts- find everything you need in one place, including buttons for downloads, history, settings, extensions, and bookmarks, all designed for easy access.See less",,https://chromewebstore.google.com/detail/fagbbnknmeojjbipphbenddhfohilfca?hl=en,https://lh3.googleusercontent.com/Kjq3tc_VEP8ZIm4lQoGb8dB2jxIi4NjLb1eEJDQLoqBOnGbe-UbO6sgezUbnVecWEhbM-EAHIrS9pUIZJA6UZKq8=s128-rj-sc0x00ffffff,"UpdatedMay 19, 2025",,,0.257,2026-06-01,below_popularity_thresholds
cws:fbmmccakeppbphccgngalgbiakcnelcj,ChromeWS,fbmmccakeppbphccgngalgbiakcnelcj,streak-tracker_chromews,Streak Tracker,Non-traderThis developer has not identified itself as a trader. For consumers in the European Union,Extension,,0.0,,,,Free,"OverviewCreate multiple streaks and let them update automatically every hour or every day.Streak Tracker helps you build and maintain daily habits like reading, coding, or working out. Create multiple streaks and track your progress automatically every hour or every day. The extension provides a clean and simple interface to help you stay consistent and motivated. No unnecessary features — just a fast and minimal habit tracker focused on productivity.",,https://chromewebstore.google.com/detail/fbmmccakeppbphccgngalgbiakcnelcj?hl=en,https://lh3.googleusercontent.com/I2keW20pk_52CBN0pX4zrPWBx3ZrHUsjgbE57XZp152lnAD9EdDqSm9FtVYk5XlTqYgH2_Pxs8P8CrkcsR39kcKp2A=s128-rj-sc0x00ffffff,"UpdatedApril 16, 2026",,,0.343,2026-06-01,below_popularity_thresholds
cws:fkipnnpocljbidofnknhiolodpblagae,ChromeWS,fkipnnpocljbidofnknhiolodpblagae,calmwait_chromews,CalmWait,Non-traderThis developer has not identified itself as a trader. For consumers in the European Union,Extension,,0.0,,,,Free,"Overview在等待时正念呼吸🌸 Why We Created CalmWait Remember that feeling? After asking ChatGPT or Claude an important question, you stare at the screen for those few seconds, waiting. Your heart beats a little faster, your fingers tap the desk, and your mind starts to race: ""Will it give me the answer I want?"" ""Will the quality be any good this time?"" We've all felt this anxiety of waiting. As heavy AI users ourselves, we deeply understand that feeling of ""I know I just need to wait, but I can't control my nerves."" 💝 What CalmWait Does for You CalmWait isn't about changing the speed of AI; it's about changing your state of mind while you wait. While the AI is ""thinking,"" why not take a moment to breathe with it? Mindful Breathing Guide: As the AI begins to generate its response, a gentle breathing guide starts, turning your wait into a short, meditative moment. Perfect Timing: The guide automatically ends once the AI has finished its response, never interrupting your reading flow—just like a thoughtful friend. ADHD-Friendly Reading: Feeling overwhelmed by long responses? A dedicated line-by-line reading mode helps you digest the information at your own pace. 🤗 Why It's Worth Installing Not because it's powerful, but because it understands you. We ask AI countless questions every day, and each wait is a small emotional ripple. Instead of letting that time slip away in anxiety, why not transform it into the calmest moment of your day? CalmWait acts as a gentle buffer between you and the AI. It won't change your workflow or add any extra steps. It's just a quiet reminder when you need it most: ""Breathe. It's all going to be okay."" 🌱 Who Is It For? You, who use AI tools frequently for work. You, who get anxious while waiting for responses. You, who wish to integrate mindfulness into your daily routine. Our ADHD friends who want a better, less overwhelming reading experience. You, who believe that ""slowing down is the best way to move forward."" 💭 A Final Thought We live in a world that's moving faster and faster, where even a few seconds waiting for an AI feels like an eternity. But perhaps this is precisely when we most need to learn to slow down. CalmWait isn't a perfect product. It's a simple attempt to create a few moments for you to take a deep breath during your busy day. It may sound simple, but sometimes, the simplest things are the most precious. Install CalmWait, and turn waiting into a gentle practice. Works with Major AI Platforms: Whether you're using ChatGPT, Claude, or other popular AI chat tools, CalmWait integrates seamlessly to provide a consistent, calming experience. Our Promise: Completely free, with a deep respect for your privacy, and absolutely no ads.",,https://chromewebstore.google.com/detail/fkipnnpocljbidofnknhiolodpblagae?hl=en,https://lh3.googleusercontent.com/2thFgsAncVAmvCiaWjbDpeW9wqVvQQgCUwM_kAkanvK3RfyrJikAus0ZxSrT4Gx9-GkwYNy7aGZJ_eNIT-dczTCF=s128-rj-sc0x00ffffff,"UpdatedSeptember 25, 2025",,,0.429,2026-06-01,below_popularity_thresholds
cws:hjehmamimaedajeihalfciekkeklnfdl,ChromeWS,hjehmamimaedajeihalfciekkeklnfdl,flowlog-focus-todo_chromews,FlowLog Focus Todo,Non-traderThis developer has not identified itself as a trader. For consumers in the European Union,,,0.0,,,,Free,OverviewTask Management + Pomodoro Focus TimerFlowLog 专注清单 — 你的效率搭档 用更少的时间，做更多的事。FlowLog 将任务管理与番茄工作法完美融合，帮你清晰地规划每一天，专注地完成每一个任务。 ━━ 核心功能 ━━ 📋 智能任务管理 • 今日 / 明天 / 本周 / 已计划 / 已完成，多视图切换 • 清单分组、标签分类、子任务拆解、优先级排序 • 支持按日/工作日/每周自动重置的周期任务 🍅 番茄钟计时器 • 专注 / 短休息 / 长休息三模式自动切换 • 6 种沉浸式环境音效（海岸、细雨、篝火、山野、风、雷雨） • 桌面通知 + 计时结束铃音提醒 🎯 每日专注目标 • 番茄数环形进度条，直观显示今日完成进度 • 连续打卡日历，见证每一天的坚持 📊 统计与回顾 • 本周 / 月度番茄数据总览 • 专注时段热力图，找到最高效的时间段 • 历史番茄记录补录，不遗漏任何一段专注时光 🔒 数据安全 • 本地优先存储，永不丢失 • 登录账号后自动云端同步，多设备无缝衔接 ━━ 高级功能 ━━ ✓ 全部清单与标签系统 ✓ 每日番茄目标 + 连续打卡 ✓ 高级主题（8+ 套精选配色） ✓ 完整数据导出 ✓ 云端多设备同步 ━━ 为什么选择 FlowLog？ ━━ ✓ 无需复杂配置，打开即用 ✓ 数据完全私有，本地存储优先 ✓ 设计简洁克制，专注内容本身 ✓ 番茄钟与任务管理一体化，不用来回切换 立即开始，让每一天的专注都有迹可循。 支持：Chrome 浏览器（桌面端） 如有问题或建议，请联系：2593358095@qq.comSee less,,https://chromewebstore.google.com/detail/hjehmamimaedajeihalfciekkeklnfdl?hl=en,https://lh3.googleusercontent.com/3oOYo4u2mzpD650WMgVVH5i4VoMQVb89hL8HTZ6rVbixqIpvcf6fdfbxOHsFyqeqNY211vfLnlnpDI_nmYQrbTOP8PY=s128-rj-sc0x00ffffff,"UpdatedMay 26, 2026",,,0.6,2026-06-01,below_popularity_thresholds
cws:kandbgmjmplfhdcnneljhcojplmmljof,ChromeWS,kandbgmjmplfhdcnneljhcojplmmljof,rocket-planner_chromews,Rocket Planner,Non-traderThis developer has not identified itself as a trader. For consumers in the European Union,Extension,,0.0,,,,Free,"OverviewEPIC TASK PLANNERRocker Planner is the ultimate tool for planning and motivating your day with ease! This handy Chrome extension makes it simple to add and track your daily action items, so you can stay organized and focused on getting things done. 🚀 With Rocker Planner, you'll feel rewarded as you check off tasks and see your progress in real-time. Say goodbye to scattered to-do lists and hello to a streamlined, efficient workflow. 🔥 Here's why Rocker Planner is the go-to choice for task management: 👉 Easy organization: Simply add your tasks for the day and keep them all in one place for quick reference. 👉 Website integration: Add websites as action items to visit later, so you can stay productive while browsing the web. 👉 Seamless task completion: Mark tasks as complete with just a click, and watch your progress accumulate. 👉 Action progress tracking: Get a clear view of your daily progress and stay motivated to accomplish more. Rocker Planner also ensures the security and convenience of your task list with features like Chrome storage for safekeeping, context menu integration for quick task addition, tabs retrieval for easy website-to-task conversion, and remote code integration for a smooth user experience. Boost your productivity and make the most of your day with Rocker Planner. Let's take action and conquer your to-do list like a rockstar!See less",,https://chromewebstore.google.com/detail/kandbgmjmplfhdcnneljhcojplmmljof?hl=en,https://lh3.googleusercontent.com/qrcHebQPAugqR7h_crNh5ubhwVi3E_52M-hehXZD8W-GWfmpP_eaIhDht4k7bI4qMB9tW5v_4z7YTH8O2XzrmZMqcg=s128-rj-sc0x00ffffff,"UpdatedApril 26, 2023",,,0.257,2026-06-01,below_popularity_thresholds
cws:nepceekfpcaldmdjdbhkndnaboppccnm,ChromeWS,nepceekfpcaldmdjdbhkndnaboppccnm,360-thinking-plan-ahead-calendar_chromews,360 Thinking Plan-Ahead Calendar,TraderThis developer has identified itself as a trader per the definition from the European Union and committed to only offer products or services that comply with EU laws.,Extension,,0.0,,,,Free,"OverviewSticky-note calendar for executive function planning. Drag steps to days. Syncs to Google Calendar.Built for students with executive function challenges — and the parents, therapists, and educators who support them. The 360 Thinking Plan-Ahead Calendar turns long-term project planning into something visual, tactile, and motivating. It's the digital version of the sticky-note method Sarah Ward and Kristen Jacobsen have been teaching for years through Cognitive Connections. HOW IT WORKS ✏️ Click ""+ New sticky"" and brainstorm every step of a project. They land in a ""STOP and See the Steps"" parking lot at the top. 📅 Drag each step onto a day on the calendar. Set a deadline so you can plan backwards from the due date. ⏱️ Mini analog clocks show the volume of time each step needs — making time visible the way Sarah teaches. 🔄 Drag stickies to a new day if plans change. Forward moves count as PUSHED — procrastination made visible. Moving earlier is celebrated as a self-correction. ✅ Tick off completed steps. Confetti when a project is done. 🎨 Color-code multiple projects (Latin test = blue, History project = pink) and see each project's progress at a glance. WORKS WITH GOOGLE CALENDAR Every sticky and deadline saves as a real Google Calendar event — visible on your phone, computer, anywhere you already use Google Calendar. Nothing lives on a third-party server. PRIVACY Your calendar data stays in your own Google account. We don't store, log, or share anything. Revoke access anytime at myaccount.google.com/permissions. Built by Cognitive Connections.See less",,https://chromewebstore.google.com/detail/nepceekfpcaldmdjdbhkndnaboppccnm?hl=en,https://lh3.googleusercontent.com/zrKjuvIkL8Hr_ibTR9Oq86mJu_Z5c21X07CGri0PcVpCkDZ1DRdMuwqDhe-pHXjnD3oFbKr8hffTkiQBF_RDSsMp=s128-rj-sc0x00ffffff,"UpdatedMay 8, 2026",,,0.257,2026-06-01,"below_popularity_thresholds,not_focus_adhd_productivity_competitor"
cws:ojbpnjemkpmdfoiagiliemeelfgmglbn,ChromeWS,ojbpnjemkpmdfoiagiliemeelfgmglbn,wheel-of-life-daily-planner-visual-task-manager_chromews,Wheel of Life & Daily Planner - Visual Task Manager,Non-traderThis developer has not identified itself as a trader. For consumers in the European Union,Extension,,0.0,,,,Free,"OverviewBalance your life and plan your day visually. Use Wheel of Life, circular daily planner, and task manager to stay focused.### **Wheel of Life Task Planner – Balance & Daily Focus Tool with Sidebar",,https://chromewebstore.google.com/detail/ojbpnjemkpmdfoiagiliemeelfgmglbn?hl=en,https://lh3.googleusercontent.com/6ymOuV5mJQ2fgfc_Y5z4S49TZMX3LCJQnn-eVXdJvWD1ptO671Eaw2oayUSGSkcKdZWzDBI6ZHpBHzs66_l1LEoDjw=s128-rj-sc0x00ffffff,"UpdatedMay 11, 2026",,,0.171,2026-06-01,below_popularity_thresholds
cws:pheglpcfodadgmhfmeglkamnoigidklf,ChromeWS,pheglpcfodadgmhfmeglkamnoigidklf,h2o-reminder-water-intake-tracker-hydration-alarm_chromews,H2O Reminder: Water Intake Tracker & Hydration Alarm,Non-traderThis developer has not identified itself as a trader. For consumers in the European Union,Extension,,0.0,,,,Free,"OverviewBoost your hydration with smart water intake reminders, intake tracking, and progress visualization.H2O Reminder is a powerful and easy-to-use water tracker and hydration reminder app designed to help you build healthy hydration habits. In today’s busy lifestyle, many people forget to drink enough water during the day. H2O Reminder ensures you stay hydrated with smart reminders, customizable notifications, and detailed hydration tracking. Whether you are working, exercising, studying, or relaxing at home, H2O Reminder helps you maintain the right daily water intake for better health and energy. Smart Hydration Reminders H2O Reminder sends customizable water reminders that help you drink water at the right time throughout the day. You can personalize reminder intervals, notification sounds, and schedules so the app fits perfectly into your daily routine. Never forget to drink water again with intelligent hydration notifications designed to support consistent habits. Advanced Water Intake Tracker Track your daily hydration with an easy and visually engaging water intake tracker. Monitor your progress using detailed charts and statistics that show your hydration trends over time. Features include: • Daily water intake tracking • Weekly and monthly hydration statistics • Visual progress charts • Personalized daily water goals This helps you clearly understand your hydration habits and improve them over time. Personalized Daily Water Goals H2O Reminder calculates your recommended daily water intake based on your personal profile. This makes it easier to stay on track with the right hydration level for your body. Maintaining proper hydration supports: • Improved energy levels • Better digestion • Healthier skin • Enhanced physical performance The app makes hydration simple and automated. Gamified Hydration Experience Unlike basic water tracking apps, H2O Reminder introduces gamification features that keep you motivated. You can: • Level up your hydration progress • Stay consistent with daily achievements This turns a simple habit into an engaging daily routine. Motivational Quotes for Daily Inspiration Stay motivated with curated daily quotes designed to encourage positive habits and consistent hydration. These reminders help keep your health goals on track throughout the day. Modern and User-Friendly Design H2O Reminder features a clean and modern interface designed for simplicity and ease of use. Tracking your water intake becomes quick, intuitive, and enjoyable. The streamlined design allows you to log water quickly, check progress instantly, and manage reminders with minimal effort. Why Choose H2O Reminder H2O Reminder combines hydration tracking, customizable water reminders, and motivational tools into a single powerful app. It is ideal for anyone who wants: • A reliable water reminder app • An accurate hydration tracker • Personalized daily water goals • Smart hydration notifications • Clear progress statistics Join thousands of users who have improved their health and hydration habits with H2O Reminder. Download H2O Reminder today and take control of your daily water intake with one of the most customizable hydration reminder apps available.See less",,https://chromewebstore.google.com/detail/pheglpcfodadgmhfmeglkamnoigidklf?hl=en,https://lh3.googleusercontent.com/ErCahbP23GsZcNgckX3ApBLsZ7YmKa6fdPolKKaume3gD6-ZnY15sTtIXl-yv4XvATDm510Z4ZfBjyONEpDVZeSG=s128-rj-sc0x00ffffff,"UpdatedMarch 12, 2026",,,0.429,2026-06-01,below_popularity_thresholds
