app_key,app_type,app_type_label,feature,feature_label,source,routed_app_types,flag,confidence,evidence,llm_sub_code,llm_cognitive_primary,llm_cognitive_secondary,llm_cognitive_tertiary,uncertain,llm_uncertainty_note,core_cluster,customisation_blacklist,customisation_whitelist,customisation_other_control,llm_notes
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,dsct,0,0.85,No evidence of user customization of block lists or rules; blocking is automatic and controlled from the website.,,,,,0,,0,0,0,,"The tool blocks distracting websites during Pomodoro sessions but does not provide evidence of self-tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling beyond session-based blocking."
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,dsct,0,0.85,"No mention of emergency bypass, pause, or temporary unlock features.",,,,,0,,0,0,0,,"The tool blocks distracting websites during Pomodoro sessions but does not provide evidence of self-tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling beyond session-based blocking."
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,dsct,0,0.9,"No explicit goal setting, reminders, or comparison against goals described.",,,,,0,,0,0,0,,"The tool blocks distracting websites during Pomodoro sessions but does not provide evidence of self-tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling beyond session-based blocking."
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,dsct,0,0.85,"No mention of effortful tasks, passwords, delays, or costs to override blocking.",,,,,0,,0,0,0,,"The tool blocks distracting websites during Pomodoro sessions but does not provide evidence of self-tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling beyond session-based blocking."
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,dsct,0,0.9,"No points, streaks, badges, or other reward/punishment mechanisms mentioned.",,,,,0,,0,0,0,,"The tool blocks distracting websites during Pomodoro sessions but does not provide evidence of self-tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling beyond session-based blocking."
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,dsct,0,0.85,No evidence of scheduling or automatic recurring blocking; blocking is tied to active Pomodoro sessions controlled on the website.,,,,,0,,0,0,0,,"The tool blocks distracting websites during Pomodoro sessions but does not provide evidence of self-tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling beyond session-based blocking."
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,dsct,0,0.9,"No mention of recording, displaying, or visualising usage or session data.",,,,,0,,0,0,0,,"The tool blocks distracting websites during Pomodoro sessions but does not provide evidence of self-tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling beyond session-based blocking."
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,habit_apps,Habit Apps,accountability,Accountability,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,habit_apps,Habit Apps,streaks,Streaks,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,planners,Planners,goal_planning,Goal Planning,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,planners,Planners,prioritisation,Prioritisation,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,planners,Planners,project_planning,Project Planning,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,planners,Planners,task_management,Task Management,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fifbgboiihlbnmgcjpdbeeaaemnlgnoh,planners,Planners,time_blocking,Time Blocking,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,dsct;habit_apps,1,0.95,Website Blocking during focus sessions; Accidental-Stop Protection prevents stopping session by mistake; Flow Mode extends session with blocking active.,Block access entirely,Prevent non-conscious habits,,,0,,1,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,dsct;habit_apps,0,0.7,"No explicit mention of user customization of block lists, schedules, or categories.",,,,,0,,0,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,dsct;habit_apps,1,0.9,3 emergency overrides per day during blocking sessions.,Emergency bypass,Expected value of control: Expectancy,,,0,,0,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,dsct;habit_apps,1,0.9,Pomodoro timer with nudges before session gaps; break memos to jot quick notes for next session; guided break activities; reminders to stay on session.,Remind users of a concrete time goal or task,Conscious goals and self-monitoring,,,0,,1,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,dsct;habit_apps,1,0.9,Accidental-Stop Protection with confirmation step to prevent stopping session by mistake; 3 emergency overrides per day implies controlled override.,Require an effortful task or password to override,Expected value of control: Delay,,,0,,0,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,dsct;habit_apps,0,0.8,"No mention of points, streaks, badges, coins, penalties, or other gamified rewards or punishments.",,,,,0,,0,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,dsct;habit_apps,0,0.7,No explicit mention of scheduling or automatic recurring focus sessions or blocking schedules.,,,,,0,,0,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,dsct;habit_apps,1,0.95,"Shows focus patterns, distraction patterns over time, weekly and monthly charts with explanations, mood and energy tracking, session tagging.",Visualise captured usage data,Conscious goals and self-monitoring,,,0,,1,0,0,,"The app blocks distracting websites during focus sessions and prevents accidental session stops, indicating block_removal. It tracks and visualizes focus and distraction patterns, mood, and session tags, supporting self_tracking. It uses Pomodoro timers with nudges and break memos, supporting goal_advancement. Override friction is present via confirmation steps and limited emergency overrides, which also support emergency_access. No evidence found for reward/punishment, custom_rules, or scheduling features."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,habit_apps,Habit Apps,accountability,Accountability,Project extension,dsct;habit_apps,0,0.9,"No mention of social accountability, sharing, groups, or coaches",,,,,0,,0,0,0,,"FocusFruit is primarily a Pomodoro timer with habit tracking, reminders, and analytics features. No evidence of streaks, routine building, or social accountability."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,dsct;habit_apps,1,0.9,Weekly and monthly charts with plain-language explanations of focus patterns,Weekly and monthly charts with explanations,,,,0,,0,0,0,,"FocusFruit is primarily a Pomodoro timer with habit tracking, reminders, and analytics features. No evidence of streaks, routine building, or social accountability."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,dsct;habit_apps,1,0.9,Idle Detection nudges user before gap becomes quit,Idle detection nudges,,,,0,,0,0,0,,"FocusFruit is primarily a Pomodoro timer with habit tracking, reminders, and analytics features. No evidence of streaks, routine building, or social accountability."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,dsct;habit_apps,1,0.9,"Logs interruptions, tracks focus sessions, mood and energy tracking before and after sessions",Focus session and distraction logging,,,,0,,0,0,0,,"FocusFruit is primarily a Pomodoro timer with habit tracking, reminders, and analytics features. No evidence of streaks, routine building, or social accountability."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,dsct;habit_apps,0,0.9,"No mention of routines, habit stacks, or structured daily workflows",,,,,0,,0,0,0,,"FocusFruit is primarily a Pomodoro timer with habit tracking, reminders, and analytics features. No evidence of streaks, routine building, or social accountability."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,habit_apps,Habit Apps,streaks,Streaks,Project extension,dsct;habit_apps,0,0.9,No mention of streak counts or consecutive completion records,,,,,0,,0,0,0,,"FocusFruit is primarily a Pomodoro timer with habit tracking, reminders, and analytics features. No evidence of streaks, routine building, or social accountability."
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,dsct;habit_apps,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,planners,Planners,goal_planning,Goal Planning,Project extension,dsct;habit_apps,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,dsct;habit_apps,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,planners,Planners,prioritisation,Prioritisation,Project extension,dsct;habit_apps,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,planners,Planners,project_planning,Project Planning,Project extension,dsct;habit_apps,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,planners,Planners,task_management,Task Management,Project extension,dsct;habit_apps,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:fmlkbhlcpkkgndjjmlbgdhkojokiechg,planners,Planners,time_blocking,Time Blocking,Project extension,dsct;habit_apps,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,dsct,1,0.9,Blocks distracting websites by adding them to a block list and starting a focus session.,Block access entirely,Prevent non-conscious habits,,,0,,1,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,dsct,1,0.9,Users can add websites to a block list to specify what is blocked.,,Prevent non-conscious habits,,,0,,0,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,dsct,0,0.5,"No evidence of emergency bypass, pause, or temporary unlock features.",,,,,0,,0,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,dsct,0,0.5,"No explicit goal setting, reminders, task lists, or goal comparison described.",,,,,0,,0,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,dsct,0,0.5,"No mention of effortful tasks, passwords, delays, or costs to override blocking.",,,,,0,,0,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,dsct,0,0.5,"No points, streaks, badges, penalties, or other reward/punishment mechanisms mentioned.",,,,,0,,0,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,dsct,0,0.5,No mention of scheduling or automatic recurring blocking sessions.,,,,,0,,0,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,dsct,0,0.5,"No mention of recording, displaying, or visualising usage or session data.",,,,,0,,0,1,0,,"The tool blocks websites by user-defined block lists but does not mention tracking, goal setting, rewards, override friction, emergency access, or scheduling."
cws:gefaddaengbodpiobpbgblajdboalmgc,habit_apps,Habit Apps,accountability,Accountability,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,habit_apps,Habit Apps,streaks,Streaks,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,planners,Planners,goal_planning,Goal Planning,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,planners,Planners,prioritisation,Prioritisation,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,planners,Planners,project_planning,Project Planning,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,planners,Planners,task_management,Task Management,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gefaddaengbodpiobpbgblajdboalmgc,planners,Planners,time_blocking,Time Blocking,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,dsct,1,0.9,"Description states it blocks websites that monopolize attention, providing a barrier between user and distracting websites.",Block access entirely,Prevent non-conscious habits,,,0,,1,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,dsct,0,0.5,No evidence of user customization of block lists or rules.,,,,,0,,0,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,dsct,0,0.5,No mention of emergency bypass or temporary unlock.,,,,,0,,0,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,dsct,0,0.5,"No explicit goal setting, reminders, or task lists described.",,,,,0,,0,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,dsct,0,0.5,"No mention of effortful override, password, delay, or admin permissions.",,,,,0,,0,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,dsct,0,0.5,"No mention of points, badges, streaks, or other reward/punishment mechanisms.",,,,,0,,0,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,dsct,0,0.5,No evidence of scheduling or automatic blocking periods.,,,,,0,,0,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,dsct,0,0.5,No clear usage tracking evidence is mentioned.,,,,,0,,0,0,0,,"The app clearly blocks distracting websites, so block_removal is true. There is no evidence for tracking, goal setting, rewards, customization, override friction, emergency access, or scheduling."
cws:gigiekecpijokpijbabheahcnpfchhga,habit_apps,Habit Apps,accountability,Accountability,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,habit_apps,Habit Apps,streaks,Streaks,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,planners,Planners,goal_planning,Goal Planning,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,planners,Planners,prioritisation,Prioritisation,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,planners,Planners,project_planning,Project Planning,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,planners,Planners,task_management,Task Management,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gigiekecpijokpijbabheahcnpfchhga,planners,Planners,time_blocking,Time Blocking,Project extension,dsct,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,dsct;planners,0,0.95,"The app is a Pomodoro timer that structures work intervals but does not block or restrict access to apps, websites, or device functions.",,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,dsct;planners,0,0.95,"No evidence of user customization of block lists, schedules, or distraction targets is provided.",,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,dsct;planners,0,0.95,"No evidence of emergency bypass, pause, or temporary unlock features is described.",,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,dsct;planners,0,0.9,"No explicit goal setting, task reminders, or comparison of behaviour against goals is described; only general productivity language is used.",,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,dsct;planners,0,0.95,"No mention of effortful tasks, passwords, delays, or restrictions to override or disable the timer or any blocks.",,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,dsct;planners,0,0.95,"No points, badges, streaks, penalties, or other reward/punishment mechanisms are described.",,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,dsct;planners,0,0.95,No evidence of scheduling blocking or recurring focus sessions; only manual start/pause/reset of timer is described.,,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,dsct;planners,0,0.9,"No mention of recording, visualising, or displaying usage or session data; only a timer is described without progress visualization or history.",,,,,0,,0,0,0,,"The app is a simple Pomodoro timer without blocking, tracking, goal setting, rewards, or scheduling features. It only structures work intervals with a timer and notifications."
cws:gmdaagomicigmgadngfallebccknddhd,habit_apps,Habit Apps,accountability,Accountability,Project extension,dsct;planners,0,0.0,Feature not classified because this app was not routed to that app area.,,,,,0,,0,0,0,,
