app_key,routed_app_types,app_type,app_type_label,feature,feature_label,source,flag,confidence,core_cluster,uncertain,llm_sub_code,llm_cognitive_primary,llm_cognitive_secondary,llm_cognitive_tertiary,evidence,llm_uncertainty_note,llm_notes
ios:id1083376166,dsct;planners,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.9,0,0,,,,,"No explicit mention of goal setting, milestones, or progress toward goals",,"App focuses on task management with planning and time blocking using Pomodoro technique. No evidence for calendar scheduling, goal planning, prioritisation, project planning, or notes/knowledge features."
ios:id1083376166,dsct;planners,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.9,0,0,,,,,"No mention of notes, documents, or knowledge management",,"App focuses on task management with planning and time blocking using Pomodoro technique. No evidence for calendar scheduling, goal planning, prioritisation, project planning, or notes/knowledge features."
ios:id1083376166,dsct;planners,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.9,0,0,,,,,No mention of ranking or prioritising tasks,,"App focuses on task management with planning and time blocking using Pomodoro technique. No evidence for calendar scheduling, goal planning, prioritisation, project planning, or notes/knowledge features."
ios:id1083376166,dsct;planners,planners,Planners,project_planning,Project Planning,Project extension,0,0.9,0,0,,,,,"No mention of projects, boards, workflows, Kanban, or deadlines",,"App focuses on task management with planning and time blocking using Pomodoro technique. No evidence for calendar scheduling, goal planning, prioritisation, project planning, or notes/knowledge features."
ios:id1083376166,dsct;planners,planners,Planners,task_management,Task Management,Project extension,1,0.9,0,0,Task list or to-do planning,,,,"Plan your activities throughout the day, give each task an estimate, try to get everything on your list done",,"App focuses on task management with planning and time blocking using Pomodoro technique. No evidence for calendar scheduling, goal planning, prioritisation, project planning, or notes/knowledge features."
ios:id1083376166,dsct;planners,planners,Planners,time_blocking,Time Blocking,Project extension,1,0.95,0,0,Time blocking with Pomodoro intervals,,,,"Go through your tasks in 30 minute blocks (25 minutes work + 5 minutes break), timeboxing",,"App focuses on task management with planning and time blocking using Pomodoro technique. No evidence for calendar scheduling, goal planning, prioritisation, project planning, or notes/knowledge features."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,0,0.9,0,0,,,,,The app is a timer that helps focus but does not block or restrict access to apps or websites.,,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.9,0,0,,,,,"No evidence of custom block lists, allowed apps, or custom rules is present.",,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.9,0,0,,,,,"No emergency bypass, pause, or temporary unlock features are described beyond normal pause/resume controls.",,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,1,0.9,1,0,"Ask users to set explicit goals, such as time goals or task goals",Conscious goals and self-monitoring,,,"Users can set work and break lengths and a daily target number of sessions, which are explicit goals.",,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.9,0,0,,,,,"No mention of effortful tasks, passwords, delays, or restrictions to override or disable the timer.",,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.9,0,0,,,,,"No points, badges, streaks, or other reward/punishment mechanisms are described.",,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.9,0,0,,,,,No automatic or recurring schedule or blocking periods are described; users manually start sessions.,,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,1,0.95,1,0,Display a timer or countdown,Conscious goals and self-monitoring,,,The app shows a tomato-powered timer with session progress dots that fill as sessions are completed.,,"The app is a Pomodoro timer that tracks session progress and allows explicit goal setting of session counts and durations. It does not block or restrict access to apps or websites, nor does it provide rewards or punishments."
ios:id1095742214,dsct,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,planners,Planners,project_planning,Project Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,planners,Planners,task_management,Task Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1095742214,dsct,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,0,0.95,0,0,,,,,"The app provides music to enhance focus but does not block or restrict access to apps, websites, or device functions.",,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.95,0,0,,,,,"No evidence of user customization of block lists, allowed apps/sites, or schedules.",,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.95,0,0,,,,,"No evidence of emergency bypass, pause, or temporary unlock features.",,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.9,0,0,,,,,"No explicit reminders of tasks, goals, values, or goal setting are described.",,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.95,0,0,,,,,"No mention of effortful tasks, passwords, delays, or costs to override restrictions.",,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.95,0,0,,,,,"No points, badges, streaks, penalties, or other reward/punishment mechanisms are mentioned.",,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.95,0,0,,,,,No mention of scheduling blocking or focus sessions beyond a Pomodoro mode that is not described as scheduling or blocking.,Pomodoro mode is mentioned but no evidence it schedules blocking or restrictions.,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,0,0.95,0,0,,,,,"No mention of recording, displaying, or visualising usage or session data.",,"The app provides music to aid focus but does not block or restrict device/app access, track usage, set explicit goals, provide rewards, or allow customization of blocking rules. Pomodoro mode is mentioned but without evidence of blocking or scheduling restrictions."
ios:id1110684238,dsct,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,planners,Planners,project_planning,Project Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,planners,Planners,task_management,Task Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1110684238,dsct,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,1,0.95,1,0,Disallow stopping a session once started,Prevent non-conscious habits,,,The app will not let you pause work sessions or finish them early; the shortest session is 10 minutes and you're not supposed to be interrupted.,,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.9,0,0,,,,,"No mention of user customization of block lists, schedules, or rules.",,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.9,0,0,,,,,"No mention of emergency bypass, pause, or temporary unlock features.",,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.9,0,0,,,,,"No explicit goal setting, task reminders, or comparison of behaviour against user-set goals is described; the app is not an organizer or to-do list and does not validate personal goals.",,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.9,0,0,,,,,"No evidence of added effort, delay, password, or cost to override or disable active blocks.",,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,1,0.95,1,0,Achievement unlocks; Points or streaks,Expected value of control: Reward,,,"Users earn/lose ranks depending on performance and earn achievements; ranking system feels like leveling, a gamification element.",,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.9,0,0,,,,,No evidence of scheduling blocking or focus sessions; sessions are user-set but no recurring or automatic schedules described.,,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,1,0.95,1,0,"Record usage history; Visualise captured usage data; Show session progress, usage summaries, or behaviour history",Conscious goals and self-monitoring,,,"Tracks work habits, time spent on projects, ranks earned/lost depending on performance, achievements, and productivity over time including days and hours of productivity.",,"The app enforces uninterruptible work sessions (block_removal), tracks detailed productivity data (self_tracking), and uses ranks and achievements as gamified rewards (reward_punishment). It does not provide explicit goal setting or reminders (goal_advancement), nor does it offer scheduling, override friction, emergency access, or custom rules."
ios:id1117766356,dsct;habit_apps;planners,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.8,0,0,,,,,"No social accountability, sharing, groups, or community support mentioned",,"App focuses on tracking work habits and productivity with analytics and ranks but lacks streaks, routine building, reminders, or social accountability features."
ios:id1117766356,dsct;habit_apps;planners,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,1,0.85,0,0,Habit analytics,,,,"Tracks productivity over time, shows ranks and achievements, tracks performance by days and hours",,"App focuses on tracking work habits and productivity with analytics and ranks but lacks streaks, routine building, reminders, or social accountability features."
ios:id1117766356,dsct;habit_apps;planners,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,0,0.8,0,0,,,,,"No mention of reminders, notifications, nudges, or habit prompts",,"App focuses on tracking work habits and productivity with analytics and ranks but lacks streaks, routine building, reminders, or social accountability features."
ios:id1117766356,dsct;habit_apps;planners,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,1,0.9,0,0,Daily habit tracking,,,,"Tracks work habits and productivity over time, records time spent on projects, tracks performance and ranks",,"App focuses on tracking work habits and productivity with analytics and ranks but lacks streaks, routine building, reminders, or social accountability features."
ios:id1117766356,dsct;habit_apps;planners,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.8,0,0,,,,,"No support for routines, habit stacks, or structured daily workflows described",,"App focuses on tracking work habits and productivity with analytics and ranks but lacks streaks, routine building, reminders, or social accountability features."
ios:id1117766356,dsct;habit_apps;planners,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.8,0,0,,,,,"No mention of streaks, chains, or consecutive completion records",,"App focuses on tracking work habits and productivity with analytics and ranks but lacks streaks, routine building, reminders, or social accountability features."
ios:id1117766356,dsct;habit_apps;planners,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.9,0,0,,,,,"No mention of calendar views, scheduling, due dates, or events",,"App focuses on time tracking and productivity challenge with fixed work sessions, not on task or project management, scheduling, or notes."
ios:id1117766356,dsct;habit_apps;planners,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.9,0,0,,,,,"No support for goal setting, milestones, or progress tracking toward goals described",,"App focuses on time tracking and productivity challenge with fixed work sessions, not on task or project management, scheduling, or notes."
ios:id1117766356,dsct;habit_apps;planners,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.9,0,0,,,,,"No mention of notes, documents, or knowledge management features",,"App focuses on time tracking and productivity challenge with fixed work sessions, not on task or project management, scheduling, or notes."
ios:id1117766356,dsct;habit_apps;planners,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.9,0,0,,,,,No mention of ranking or prioritising tasks or important tasks,,"App focuses on time tracking and productivity challenge with fixed work sessions, not on task or project management, scheduling, or notes."
ios:id1117766356,dsct;habit_apps;planners,planners,Planners,project_planning,Project Planning,Project extension,0,0.9,0,0,,,,,"App tracks time spent on projects but does not support project boards, workflows, subtasks, or deadlines",,"App focuses on time tracking and productivity challenge with fixed work sessions, not on task or project management, scheduling, or notes."
ios:id1117766356,dsct;habit_apps;planners,planners,Planners,task_management,Task Management,Project extension,0,0.9,0,0,,,,,App is explicitly not an organizer or to-do list; no task creation or completion features described,,"App focuses on time tracking and productivity challenge with fixed work sessions, not on task or project management, scheduling, or notes."
ios:id1117766356,dsct;habit_apps;planners,planners,Planners,time_blocking,Time Blocking,Project extension,1,0.95,0,0,Time blocking or planned work blocks,,,,App uses fixed work sessions (minimum 10 minutes) and tracks focused work time blocks,,"App focuses on time tracking and productivity challenge with fixed work sessions, not on task or project management, scheduling, or notes."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,0,0.95,0,0,,,,,The app is described only as a countdown timer with notifications; no blocking or removal of access or content is mentioned.,,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.95,0,0,,,,,"No evidence of user customization of block lists, schedules, or rules is provided.",,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.95,0,0,,,,,"No evidence of emergency bypass, pause, or temporary unlock features.",,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.9,0,0,,,,,"No explicit goal setting, reminders of tasks/goals, or comparison against goals is described.",,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.95,0,0,,,,,"No mention of effortful override, password, delay, or difficulty to bypass restrictions.",,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.95,0,0,,,,,"No rewards, punishments, points, badges, or gamified feedback mechanisms are mentioned.",,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.95,0,0,,,,,No scheduling or automatic blocking/focus session scheduling is described.,,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,0,0.9,0,0,,,,,"No evidence of recording, visualising, or displaying usage or session data is provided.",,"The app is a simple countdown timer without blocking, tracking, goal setting, rewards, or customization features relevant to DSCT taxonomy."
ios:id1118406319,dsct,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,planners,Planners,project_planning,Project Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,planners,Planners,task_management,Task Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1118406319,dsct,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,0,0.95,0,0,,,,,"No mention of blocking or restricting access to apps, websites, or device functions.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.95,0,0,,,,,"No evidence of user customization of block lists, schedules, or rules.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.95,0,0,,,,,"No evidence of emergency bypass, pause, or temporary unlock features.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.9,0,0,,,,,"No explicit reminders of tasks, goals, values, or goal setting; only general motivational language.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.95,0,0,,,,,"No mention of effortful override, password, delay, or cost to bypass restrictions.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.95,0,0,,,,,"No points, streaks, badges, penalties, or other reward/punishment mechanisms described.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.95,0,0,,,,,"No evidence of scheduling blocking, focus sessions, or recurring restrictions.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,0,0.95,0,0,,,,,"No evidence of recording, displaying, or visualising usage or session data.",,"The app provides binaural beats and motivational audio content but does not include any blocking, tracking, goal-setting, reward, or customization features described in the taxonomy."
ios:id1207505588,dsct,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,planners,Planners,project_planning,Project Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,planners,Planners,task_management,Task Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id1207505588,dsct,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
