app_key,routed_app_types,customisation_blacklist,customisation_whitelist,customisation_other_control
play:com.moon.relaxsounds,habit_apps,0,0,
play:com.motivated.app,habit_apps;planners,0,0,
play:com.music.focusflow,dsct;habit_apps,0,0,
play:com.musica.estudiar.relajante.study.music.relax,dsct,0,0,
play:com.nick.weiss.Decomposer,dsct;planners,0,0,
play:com.noadstudio.zenmix,dsct;habit_apps,0,0,
play:com.noprocrastinate.app,dsct;planners,0,0,
play:com.novustec.prokrastination,dsct;habit_apps;planners,0,0,
play:com.oh.deepworkfocus,dsct,0,0,
play:com.onceupon.pomodoro,dsct;planners,0,0,
play:com.pallo.passiontimerscoped,dsct;habit_apps;planners,0,0,
play:com.pbsolvers.timeboxplanner,dsct;planners,0,0,
play:com.pedrosstudio.caresleep,dsct;habit_apps,0,0,
play:com.planmecorp.planme,habit_apps;planners,0,0,
play:com.planner.journal,dsct;habit_apps;planners,0,0,
play:com.planproductive.appblockx,dsct;habit_apps,1,0,
play:com.pocketbrilliance.reminders,dsct;habit_apps;planners,0,0,
play:com.pomodify.study,dsct;habit_apps,0,0,Custom focus and break times
play:com.pomodoro.studytimer.studytimer,dsct;habit_apps,0,0,
play:com.pomodoroplanner,dsct;habit_apps;planners,0,0,
play:com.pomodrone.app,dsct;habit_apps;planners,0,0,
play:com.pomolings.pomolings_flutter,dsct;habit_apps;planners,0,0,
play:com.pomotimer.limeware,dsct;habit_apps;planners,0,0,
play:com.poomojava.app,dsct;habit_apps;planners,0,0,
play:com.procrastination.test,planners,0,0,
play:com.procrastination.tracker.android,dsct,0,0,
play:com.project.rbxproject,dsct,0,0,
play:com.reachApp.reach_it,habit_apps;planners,0,0,
play:com.readingapps.focus_timer,dsct;planners,0,0,
play:com.recokha.studyplanner,habit_apps;planners,0,0,
play:com.richjunproject.chrobox,dsct;habit_apps;planners,0,0,
play:com.roubit,habit_apps;planners,0,0,
play:com.routinelock,dsct;habit_apps;planners,1,0,
play:com.rubixscript.pomodo,dsct;habit_apps;planners,0,0,
play:com.rutin.app,habit_apps;planners,0,0,
play:com.schezzy.app,dsct;habit_apps;planners,0,0,customizable scheduling hours and auto-scheduling settings
play:com.screenzen,dsct;habit_apps,1,0,Customizable per app and website blocking and scheduling
play:com.shub39.grit,habit_apps;planners,0,0,
play:com.sintylapse.therapydiaries,planners,0,0,
play:com.sleep.sounds.noise.rain,dsct,0,0,
play:com.smartdongschool.dotetimer,dsct;planners,0,0,User can create categories and tasks with importance levels
play:com.soosu.focustimer,dsct;habit_apps;planners,0,0,
play:com.soundmixer.app,dsct,0,0,
play:com.soundscape.musicapp,dsct;habit_apps;planners,1,0,
play:com.spotlightsix.zentimerlite2,habit_apps,0,0,
play:com.sproutapp.sprout,dsct;habit_apps;planners,0,0,
play:com.stanley.focusflow,dsct;habit_apps;planners,0,0,Custom session lengths and task milestones
play:com.starttech.habitosmatinais,habit_apps;planners,0,0,
play:com.stayme.stay_me,dsct,0,0,
play:com.stonecutters.islegrow,dsct;habit_apps;planners,0,0,User can create and track custom habits and select challenges
play:com.studio.hellohabit,dsct;habit_apps;planners,0,0,Custom habits and routine groups allow user control over what is tracked
play:com.studybuddy.study_buddy_cat,dsct,0,0,
play:com.sunny.focussessions_simpletimertodo,dsct;planners,0,0,
play:com.superappsdev.internetblocker,dsct,1,0,
play:com.superbyte.studybunny,dsct,0,0,customizable study tracker and To Do list imply some user control over goals and tracking
play:com.superproductivity.superproductivity,dsct;planners,0,0,
play:com.tasks.android,planners,0,0,
play:com.techtool.focussessiontimer,dsct;planners,0,0,
play:com.teqtic.lockmeout,dsct;habit_apps;planners,1,1,Location-based lockouts; usage-based lockout rules; payment to end lockout early
play:com.thetimecube.visualizer,dsct;habit_apps;planners,0,0,
play:com.thrudayapp.thruday_app,dsct;habit_apps;planners,0,0,"customisation of planner elements, routines, activities, and reminders"
play:com.tiimo.androidappreactnative,dsct;habit_apps;planners,0,0,
play:com.timerr.app,dsct;habit_apps;planners,0,0,Customizable session lengths
play:com.timeshifter.shiftwork,planners,0,0,
play:com.timetable.notes,habit_apps;planners,0,0,
play:com.timetimer.android,dsct;habit_apps;planners,0,0,
play:com.timleg.egoTimerLight,habit_apps;planners,0,0,
play:com.to_do_list_studio.uptodo,dsct;habit_apps;planners,0,0,
play:com.tripletfamdev.studymusicbooster,dsct;planners,0,0,
play:com.tryhypermonkey.hypermonkey,dsct;habit_apps;planners,0,0,
play:com.ucydigital.pomocus,dsct;planners,0,0,
play:com.ultmos.FocusBuddy,dsct;habit_apps,0,0,
play:com.unrotapp.screencontrol,dsct;habit_apps;planners,1,0,Users select specific apps to control/block and configure delays and session times.
play:com.unrushedapps.launch_break,dsct;habit_apps;planners,1,0,"Profiles for different contexts (Work, Study, Evening)"
play:com.usket.tig,dsct;habit_apps;planners,0,0,
play:com.vdx.dayflect,dsct;habit_apps;planners,0,0,custom categories
play:com.vector123.pomodoro.focustimer.tomatoclock,dsct;habit_apps,0,0,
play:com.visual.scheduler,habit_apps;planners,0,0,
play:com.viz.prodzen,dsct;habit_apps,1,1,"App-specific rules including mindful pause, intention requirement, daily time limits"
play:com.wallhabit.app,dsct;habit_apps;planners,1,0,
play:com.way4app.goalswizard,dsct;habit_apps;planners,0,0,
play:com.wayup.way_up,habit_apps,0,0,
play:com.wlxd.pomochallenge,dsct;habit_apps;planners,0,0,
play:com.wonderfullmoning.morningmagic,habit_apps,0,0,
play:com.workbreaktimer,dsct;planners,0,0,Customizable timer intervals and views
play:com.wverlaek.block,dsct;habit_apps;planners,1,0,
play:com.yiqi.binaural.beats,dsct;habit_apps,0,0,
play:com.zazen.onedeepbreathalarm,dsct;habit_apps,0,0,Custom breathing exercises and soundscape customization
play:com.zerodesktop.appdetox.qualitytime,dsct;habit_apps;planners,1,0,"Profiles for study time, meditation, etc."
play:com.zetabitapps.pomodoro,dsct;habit_apps,0,0,
play:com.zetabitapps.vibes,dsct,0,0,
play:com.zilapps.productivitywizard,habit_apps;planners,0,0,
play:com.zonedin.zonedinapp,dsct;habit_apps;planners,0,0,
play:daily.planner.routine.habits,habit_apps;planners,0,0,
play:focus.pomodoro.timer.technique,dsct;habit_apps;planners,0,0,"User can customize timers, task lists, and schedules"
play:focustree.app,dsct;habit_apps,0,0,
play:id.co.timebox,dsct;habit_apps;planners,0,0,
play:in.codeseed.tvusage,dsct;habit_apps,1,0,"Grouping apps and setting restrictions, allowing unlimited use for specific apps"
play:in.evolve.android,habit_apps;planners,0,0,
play:in.focustrack.stock,dsct,1,0,
play:info.cat_techs.pomo,dsct;habit_apps,0,0,
play:info.detoxi.app,dsct;habit_apps,0,0,
play:io.github.indieappslab.pomodoro,dsct;habit_apps;planners,0,0,
play:io.iftech.timeminer,dsct;habit_apps,0,0,customize daily screen time limits for specific apps
play:io.limeware.pomotimer,dsct;habit_apps;planners,0,0,
play:io.studyone.app,dsct;habit_apps;planners,0,0,
play:io.unorderly.structured,dsct;habit_apps;planners,0,0,
play:io.zario,dsct;habit_apps;planners,1,0,
play:ipnossoft.rma.free,habit_apps,0,0,
play:jp.co.sakabou.piyolog,habit_apps,0,0,
play:jp.thomsons.pomodoro,dsct;planners,0,0,
play:kr.co.myoung.timebox,planners,0,0,
play:lakers.mobile.android,planners,0,0,
play:life.blockin,dsct;habit_apps;planners,1,0,
play:live.dots.pomodoro,dsct,0,0,
play:me.habitrewards,habit_apps;planners,0,0,
play:me.uncook.app,dsct;habit_apps,0,0,
play:milki.focus.timer,dsct;habit_apps;planners,0,0,Users create custom activities and set targets per activity
play:mrigapps.andriod.breakfree.deux,dsct;habit_apps;planners,1,0,
play:music.focus.app,dsct;habit_apps,0,0,
play:net.devfloor.pomodor,dsct,0,0,
play:neurolist.app.neurolist,dsct;planners,0,0,
play:org.atmana.appblocker,dsct;habit_apps;planners,1,0,
play:org.dgeek.beyond,dsct,0,0,
play:org.leadmenot,dsct;habit_apps;planners,1,0,
play:org.limitly.app,dsct;habit_apps,0,0,
play:org.miracle.morning,habit_apps,0,0,
play:org.name.shimmerapp,habit_apps;planners,0,0,
play:org.nsh07.pomodoro,dsct;habit_apps;planners,0,0,
play:org.pictime.application.twa,habit_apps;planners,0,0,
play:org.understood.community,planners,0,0,
play:pps.android.yoodoo,dsct;habit_apps;planners,1,0,Users can choose which apps to block during focus time and build routines.
play:ro.thinkoutside.habitit,habit_apps;planners,0,0,
play:sleeptech.stayaway,dsct;habit_apps;planners,0,0,
play:space.habitgrind,dsct;habit_apps;planners,0,0,custom schedules for habits
play:space.manus.pompduro.timer.t20260411051401,dsct;planners,0,0,
play:tech.miidii.offscreen_android,dsct,0,1,
